DRUG,TIMES_USED,DOSE_VAL_RX
Copaxone,35409,
Insulin Human 70/30,35409,
triazolam,35409,
LaMIVudine-Zidovudine (Combivir),35409,
guai,34462,
Pramoxine HCl,34462,
sodium bicarbonate,34462,
Zaditor (Ketotifen fumarate),34462,
Oselt,34462,
Indomethacin XR,34462,
MENINGOcoccal Conj Vaccine (Menactra),34462,
Proplex,34462,
Cromolyn,34462,
Tyvaso 1.74mg/2.9 ml,34462,
Thyroid,34462,
RozEREM (ramelteon),34462,
Niaspan,34462,
Betimol ( Timolol ),34462,
Sodium CITRATE 4%,34462,
Tylenol PM Extra Strength,34462,
Dextromethorphan-Guaifenesin ,34462,
Lovastatin,34462,
Epidural Bag,34462,
Amoxicillin-Clavulanate Susp,34462,
Kaolin-Pectin/Benadryl/Lido Visc.,34462,
Isotretinoin,34462,
Dextran 40 10% in D5W,34462,
Nivea Skin,34462,
Tropicamide 0.5%,34462,
Memantine HCl,34462,
Morphine Sulfate (1-5mg),34462,
Zymar,34462,
Ivermectin,34462,
PRILOSEC,34462,
LORAZEPAM,34462,
Cephalexin ,34462,
REYATAZ,34462,
Synthroid,34462,
lidocaine,33587,
bude0.25,33587,
Dipentum,33587,
Insulin Lispro Desensitization Protocol,33587,
Fluocinolone 0.01% Solution,33587,
Glucagon Emergency,33587,
Pancrease,33587,
Selegiline HCl,33587,
Ranitidine Hcl,33587,
Maxide 75/50,33587,
Celebrex,33587,
Benicar HCT,33587,
Sotalol AF,33587,
Dextrose 50%,33587,
Quinidine Sulfate,33587,
darbepoetin alfa in polysorbat,33587,
Daclizumab,33587,
baclofen,33587,
prednisol,33587,
Ketamine,33587,
Fuzeon,33587,
SODIUM BICARBONATE,33587,
Diphenoxylate HCl/Atrop Sulf,33587,
Hydroxyurea Suspension,33587,
Albumin 5% (12.5 g),33587,
Prochlorperazine Edisylate,33587,
Syringe (0.9% Sodium Chloride),33587,
Niacin SR,33587,
ALBUM,33587,
Diovan/Hydrochlorthiazide,33587,
Desmoteplase Study Drug (*IND*),33587,
Tropicamide 1 %,33587,
Vesicare,33587,
Lidocaine 0.5% Mpf,33587,
Rocuronium,33587,
Naloxone HCl,33587,
Amoxicillin-Clavulanate Desensitization,33587,
Parenteral Nutrition (TPN),33587,
lanso,33587,
Hydromorphone-hp,33587,
olmesartan,33587,
Calcium Replacement (Oncology),33587,
Zaroxolyn,33587,
Crestor,33587,
Rhinocort Aqua,33587,
acet,33587,
Cefepime,33587,
*NF* Tobramycin Soln,33587,
lysine 500mg tablets,33587,
Bupivacaine 0.75%,33587,
tria,31669,
Ketoconazole,31669,
HALOPERIDOL,31669,
GUAIFENISIN,31669,
Alcohol Dehydrated,31669,
Beclomethasone Dipro. (Nasal),31669,
Multivitamin IV (Without Vit. K),31669,
PNEUMOcoccal Vac Polyvalent,31669,
LANTUS,31669,
Sulfacetamide-Prednisolone Ophth. Oint.,31669,
Menest (esterified estrogens),31669,
GLARGINE,31669,
Levetiracetam Solution,31669,
NEO*PO*Zidovudine Syrup,31669,
potassium citrate,31669,
Vaseline Lip Therapy,31669,
fidaxomicin 200mg TAB,31669,
Cytarabine Liposome,31669,
Porfimer Sodium,31669,
Carbidopa-Levodopa CR (50-200),31669,
Clopidogrel,31669,
Docusate Sodium-Casanthranol,29152,
Varicella Virus Vaccine,29152,
Morphine,29152,
Albumin 25% (12.5g / 50mL),29152,
SPRYCEL,29152,
SYNAREL,29152,
ACD-A 3% Flush,29152,
Mannitol,29152,
Claritin-D 12 Hour  5-120,29152,
Orange Oil,29152,
Erlotinib,29152,
PER,29152,
Dakins 1/4 Strength,29152,
*NF* Potassium Chloride,29152,
Fleet Enema,29152,
Microgestin 1/20 (21),29152,
Ortho Tri-Cyclen (28),29152,
MULT,29152,
Vancomycin ophthalmic 50mg/ml,29152,
Levoleucovorin,29152,
Doripenem *NF*,29152,
Sorbitol,29152,
Atorvastatin Study Med,28410,
Amiloride HCl,28410,
Docusa,28410,
Fosinopril Sodium,28410,
VIOKAS,28410,
Permethrin,28410,
Tocopheryl,28410,
thera,28410,
Rabies Immune Globulin,28410,
Wellbutrin SR,28410,
Azopt,28410,
Neoral,28410,
MAALOX,28410,
*NF* Levalbuterol Soln,28410,
Indomethacin Sodium,28410,
Trivora (28),28410,
Lansoprazole Oral Solution,28410,
bactrim,28410,
Dopamine,28410,
0.9% Sodium Chloride (Mini Bag Plus),28410,
Halobetasol Propionate,28410,
Cetirizine,28410,
Multiple Vitamins Liq.,28410,
NEO*PO*Metoclopramide,28410,
Penicillin G Potassium,28410,
Alteplase 1mg/Flush Volume ( Dialysis/Pheresis Catheters ),28410,
Desmopressin Nasal,28410,
NEO*PO*Midazolam,28410,
Candida Skin Test,28410,
guaif,28410,
AcetaZOLamide,28410,
Lyrica,28410,
Tucks Hemorrhoidal Oint 1%,28410,
Aerobid,28410,
Propranolol LA,28410,
Epsom Salt,28410,
Tarceva,28410,
Flonase,28410,
Ketorolac Tromethamine,28410,
ValGANCIclovir,28410,
Lactobacillus Acidophilus-Pectin,25745,
bisop,25745,
Haloperidol Lactate,25745,
CONVATEK,25745,
Bag,24502,
Desmopressin Acetate,24502,
Hydromorphone (Rectal),24502,
OxycoDONE,24502,
Byetta (exenatide),24502,
PACLItaxel (TaxOL),24502,
Polyethylene Glycol 400 (Bulk),24502,
Glucosamine Chondroitin SMConc,24502,
Hydrocortisone Oint 0.5%,24502,
tabletsCandesartan Cilexetil,24502,
NEO*IV*Clindamycin,24502,
Famoti,24502,
ALBUTEROL(VOLMAX),24502,
Trientine HCl,24502,
Acamprosate,24502,
"Lidocaine 1%/Epi  1::100,000",24502,
DAUNOrubicin,24502,
Aveeno Bath,24502,
Lidocaine 1% P.f.,24502,
Methimazole,24502,
300 mcg Vial,24502,
roflumilast,24502,
< IND> Zoniporide Study Drug,24502,
traz,24502,
Aztreonam,24502,
SulfaSALAzine EC,24502,
Flovent,24502,
Sulfame,22291,
NS Epidural Bag ,22291,
Insulin Aspart *NF*,22291,
Pantoprazole Sodium,22291,
Omeprazole-Sodium Bicarbonate,22291,
Lithium Carbonate,22291,
Fluticasone-Salmeterol Diskus (250/50) ,22291,
Insulin Lispro 75/25,22291,
dexame,22291,
5 Syringes (NS),22291,
NEO*PO*Levothyroxine Suspension,22291,
PILOCARPINE,22291,
Fentanyl ,22291,
Eptifibatide,22291,
OxycoDONE (Immediate Release) ,22291,
Rasburicase,22291,
anusol,22291,
Clindamycin Suspension,22291,
vitamin,22291,
Phenelzine Sulfate,22291,
Dexamethasone,22291,
NEO*IV*Fat Emulsion,22291,
neut,22291,
sevelamer carbonate,22291,
Liposyn II  20%,22291,
Aspirin,22291,
Nexium,22291,
Maalox/Lidocaine,22291,
Nystatin Ointment,22291,
*NF* Capecitabine,22291,
Ibuprofen Suspension,22291,
Lithium Carbonate SR (Lithobid),22291,
Norepinephrine Bitartrate,22291,
LaMI,22291,
Cosyntropin ,22291,
Hydrocortisone Acetate Suppository,22291,
Leflunomide,22291,
Dakins,22291,
glipiZIDE,22278,
acetylcysteine,22278,
Etravirine 100mg tablet,22278,
FENTANYL,22278,
rasagiline (Azilect),22278,
Fosinopril,22278,
Lacri-Lube,22278,
NEO*PO*Calcium Carbonate Suspension,22278,
Lidocaine 4%,22278,
PHENYLEPHrine,22278,
Levobunolol Hcl 0.25%,22278,
Urispas (flavoate HCL),22278,
Potassium Chl,22278,
Humalog,22278,
multivitamin,22278,
Ofloxacin (Ophth),22278,
OLANZapine,22278,
Heparin Lock Flush,22278,
Gleevec (imatinib mesylate),21797,
Cortisporin,21797,
Morphine Sulfate For Inhalation,21797,
lactul,21797,
Albuterol Inhaler (ProAir),21797,
Iloperidone,21797,
BuPRO,21797,
Fluorescein,21797,
Claravis,21797,
Dextran  1 (Promit),21797,
Blue CADD Cassette,21797,
Modafinil,21797,
Epinephrine Kit,21797,
Rythmol SR,21797,
Roxanol,21797,
"Lidocaine 1%/Epinephrine 1:100,000",21797,
*NF* Arginine HCl,21393,
Maprotiline HCl,21393,
NS (Glass Bottle),21393,
Chlorambucil,21393,
Eucerin,21393,
Penicillin V Potassium,21393,
Trisodium Citrate 4% Replacement Soln,21393,
Memantine,21393,
Ceftaroline,21393,
Tobramycin 0.3% Ophth Soln,21393,
HumaLOG,21393,
Cyclobenzaprine,21393,
Caduet 5-80,21393,
PreserVision AREDS,21393,
Insulin Regular Pork (Iletin II),21393,
sodium,21393,
Loraze,21393,
Zemuron,21393,
NEO*IM*Palivizumab,21393,
Acyclovir Sodium,21393,
Lexapro,21393,
*NF* Miralax,21393,
Bystolic,21393,
Sodium Citrate,21393,
Femara,21393,
cyanocobalamin (vitamin B-12),21393,
Clonidine TTS 3 Patch,21393,
Ny,21393,
Zaditor (Ketotifen),21393,
Alteplase,21393,
Calcium Chloride,21393,
Aspi,21393,
Fondaparinux Sodium,21393,
Inamrinone Lactate,21393,
Aspirin 325mg/ placebo,21393,
MultiVitamin,21393,
Vitamin A,21393,
Minocycline,21393,
Insulin Humalog 75/25 Pen,21393,
Acebutolol,21393,
Lorazepam 2 mg syringe,21260,
Methenamine Hippurate,21260,
micon,21260,
Betamethasone Acet & Sod Phos,21260,
NEO*SC*Phytonadione,21260,
Dronabinol,21260,
multivit,21260,
nepafenac,21260,
Ascorbic Acid (Liquid),21260,
Erythromycin 0.5% Ophth Oint,21260,
vancoMYCIN for nasal inhalation,21260,
Olanzapine (Disintegrating Tablet),21260,
ranolazine,21260,
Megestrol Oral Suspension,20869,
levemir,20869,
Amicar,20869,
Ascorbic Acid,20869,
Prismasate (K 2),20869,
FEMHRT ,20869,
Atacand HCT,20869,
Acyclovir Ointment 5%,20869,
Estratest H.S.,20869,
Carbachol,20869,
Intralipid 20%,20869,
Indinavir Sulfate,20869,
Aspirin Desens,20869,
Acetaminophen IV,20869,
Hyoscyami,20869,
Daunorubicin Citrate Liposomal,20869,
Albumin 5% (2.5 g),20869,
 ,20869,
Heparin Flu,20869,
Isosorbide Mononitrate (Extended Release),20869,
*NF* Nafcillin Sodium,20869,
Kaolin/Pectin,20869,
Fat Emulsion 20%,20869,
ZOFRAN PO,20869,
Pemetrexed,20869,
Milk Of Magnesia,20869,
*nf* Loteprednol 0.5% ophth,20869,
Colestid,20869,
cilo,20869,
Norethindrone-Estradiol,20869,
Forteo,20869,
Percocet,20869,
Readi-Cat 2 (Barium Sulfate 2% Suspension),20869,
NEO*IVChlorothiazide,20869,
Phenobarbital Elixir,20869,
CALCIUM 500+D,20869,
Dexamethasone Oral Soln (0.1mg/1mL),20869,
Albumin 25% (12.5 g),20869,
Phenaseptic Throat Spray,20869,
Basis,20869,
NEO*IV*Epoetin Alfa,20869,
Lipitor,20869,
NEO*IM*Dt & Acellular Pertussis,20869,
Flovent HFA,20869,
Fluocinonide 0.05% Cream,20710,
Saquinavir (Fortovase),20710,
Caspofungin Acetate,20710,
Nitroglycerin Patch,20710,
Bupivacaine 0.5%,20710,
Adenosine,20710,
calcium,20710,
Saliva Substitute,20710,
Varicella Virus,20710,
Testosterone Propionate,20710,
Lansoprazole Oral Disintegrating Tab,20710,
L-Hyoscyamine SL,20710,
Allopurinol,20710,
Procainamide HCl,20710,
Candida Albicans,20251,
Zoledronic Acid,20251,
MULTI,20251,
*NF* Bicalutamide,20251,
Valsartan,20251,
Glucosamine Chondroitin MaxStr,20251,
Cyanide Antidote,20251,
Amantadine,20251,
NEO*PO*Ranitidine,20251,
Nicoti,20251,
darbopoetin (aranesp),20251,
D5W W/ 0.1% Albumin,20251,
Mineral Oil,20251,
NEO*IV*Vancomycin,20251,
*NF* Urea,20251,
CycloSPORINE (Sandimmune),20251,
Lidocaine 5% Patch,20251,
PFNS (Syringe),20251,
Zaditor,20251,
Cilostaz,20251,
Metronidazole cream 1%,20251,
Fluvastatin,20251,
CONCERTA,20251,
Phenytoi,20251,
Codeine Sulfate,20251,
PrimiDONE,20251,
Hydrocortisone Cream 1%,20251,
Epinephrine ,20251,
Tretinoin Suspension,20251,
Doxepin HCl,20251,
Granisetron HCl,20251,
Heparin (Preserv. Free),20251,
metroNIDAZOLE Desensitization,20251,
*NF* Sodium Chloride 5% (Hypertonic),20251,
Mycophenolate Mofetil Suspension,20251,
Chlorthalidone,20251,
Dorzolamide,20251,
Acarbose,20251,
Sodium Chloride Nasal,20251,
<IND> Drotrecogin Alfa Study Drug,20251,
Heparin lock,20251,
Somatropin,20251,
Polyethylene Glycol,19061,
Zovia 1/35E (28),19061,
Dexamethasone Sod Phos Ophth,19061,
Axert(almotriptan),19061,
Lidocaine 0.5%/Epinephrine,19061,
 Symbicort,19061,
Meperidine PF,19061,
Brinzolamide,19061,
Glimepiride,19061,
Zovirax,19061,
Pancrease MT 16,19061,
Botulinum Toxin Type A,19061,
Thiotepa,19061,
*NF* Phenytoin Sodium **Brand Name ONLY**,19061,
Dobutamine HCl,19061,
Lorazepam 2mg Syringe,19061,
Humalog KwikPen,19061,
Topiramate (Topamax),19061,
Golytely,19061,
Liotrix-1,19061,
Atomoxetine,19061,
Carrington Dermal Wound,19061,
ce,19061,
Bextra,19061,
MetronidAZOLE Topical 1 % Gel,19061,
magnesium oxide-Mg AA chelate,19061,
Travasol 4.25% W/ Dextrose 5%,19061,
Vancomycin Antibiotic Lock,19061,
Ergocalciferol (Vitamin D2),19061,
Mumps Skin Test,19061,
Ursodiol,19061,
Metamucil Smooth Texture,19061,
Prosom ,19061,
Mupirocin Calcium,19061,
Sodium Fluoride (Dental Gel),19061,
Milk Thistle,19061,
Apriso,19061,
Valacyclovir HCl,19061,
Diltiazem ,19061,
benazepril,19061,
NEO*IV*Indomethacin Sodium,19061,
Fluphenazine,19061,
Scopolamine Patch,18827,
bimatoprost (Lumigan),18827,
Aralast,18827,
Dexilant,18827,
bisoprolol fumarate,18827,
Phenylephrine  0.5% Nasal Spray,18827,
Nitazoxanide,18827,
dexlansoprazole (Dexilant),18827,
Oxandrolone (Oxandrin),18827,
Amikacin,18827,
Disulfiram,18827,
Raltegravir 400mg tablet,18827,
Tiagabine HCl,18827,
Aspirin 81 mg /placebo,18699,
Betimol (timolol hemihydrate),18699,
Mesala,18699,
Savella,18699,
potassium,18699,
Avapro,18699,
Avodart (Dutasteride),18699,
diltiaz,18699,
Flaxseed Oil,18699,
saccharomyces boulardii,18699,
Zanamivir,18669,
Benzoyl Peroxide Gel 10%,18669,
PROPOF,18669,
Silver Sulfadiazine,18669,
NS (Intrathecal Bag),18669,
Viokase-8,18669,
Niac,18669,
sodium citrate-citric acid,18669,
UNIP,18669,
Ocuflox,18669,
Dexam,18669,
Pyridoxine HCl,18669,
Erlotinib (Tarceva),18669,
NEO*PO*Vitamin E Drops,18669,
Prednisolone Acetate 0.12% Ophth. Susp.,18669,
Piperacillin-Tazobactam,18669,
Lamivudine-Zidovudine,18669,
Lactulose Enema,18669,
Iron Dextran Complex,18669,
Mephobarbital,18669,
Vancomycin fortified opthalmic,18669,
Amoxicillin Oral Susp.,18669,
Tacroli,18669,
Pramosone,18669,
Bupivacaine 0.50%,18669,
atropine,18607,
Sunitinib,18607,
NEO*IV*Hydrocortisone,18607,
*NF* Salmeterol-Fluticasone,18607,
Vigamox,18607,
Mechlorethamine,18607,
moxifloxacin ,18607,
Tamsulosin,18607,
ezogabine,18607,
creatine ,18607,
QUEtiapine,18607,
Novomix 30,18607,
Albumin 25% ,18607,
Dextroamphetamine,18607,
dex,18607,
GammaGARD Liquid,18607,
Clofarabine  *IND*,18607,
SURGIFOAM,18607,
Glipizide XL,18607,
CADD Cassette,18607,
Miconazole 2% Cream,17916,
Syringe (Chemo),17916,
Scopolamine HBr,17916,
Aprepitant,17916,
Aminocaproic Acid 25 % Oral Rinse,17916,
Pancrelipase 5000,17916,
synth,17916,
Meperidine PCA,17916,
panto,17916,
Metamucil,17916,
anu,17916,
1,17916,
Becaplermin Gel 0.01%,17916,
Terbutaline Sulfate,17916,
Lipid Emulsion 20%,17916,
Oxycodone-Acetaminophen,17916,
Darifenacin,17803,
Tretinoin ,17803,
Charcoal,17803,
Dilantin Extended,17803,
Famo,17803,
Guanfacine,17803,
AMINOCAPROIC,17803,
Lithium Carbonate CR (Eskalith),17803,
Belladonna Alkaloids-Opium,17803,
primiDONE,17803,
Gengraf,17803,
Zyflo CR,17803,
fluticasone,17420,
levothyroxine,17420,
Vancomycin Enema,17420,
Morphine Sulfate (2-5mg),17420,
Necon 1/35 (28),17420,
Phenyleprhine Ophth Soln 10%,17420,
Methylergonovine Maleate,17420,
Acetic Acid 0.125% Irrig. Soln,17420,
Sulfameth/Trimethopr,17420,
PreserVision,17420,
Flovent 110mcg,17420,
Propoxyphene Nap.-Apap (N-100),17420,
Valdecoxib/placebo,17420,
Trandolapril,17420,
Haloperidol,17420,
Zyrtec,17420,
Prismasate (Ca 3.5),17420,
Val,17420,
Interferon Alfacon-1,17420,
Provera,17420,
Aromasin (exemestane),17328,
progesterone micronized,17328,
Avandia,17328,
tacrolimus,17328,
Erythromycin Lactobionate,17328,
Miconazole Powder 2%,17328,
Biafine Emulsion,17328,
econ,17328,
Albumin 5% (,17328,
multiv,17328,
Varicella-Zoster Imm Globulin,17328,
Humulin-R Insulin (U-500),17328,
Psyllium Wafer,17328,
Lorazepam 2mg syringe,17328,
BIMATOPROST (Lumigan),17328,
Magnesium Sulfate (OB),17328,
Calcium Citrate + Vit D,17328,
NEO*Aquaphor,17328,
Ondansetron HCl,17328,
Trastuzumab,17328,
Calcium Acetate/Al Sulfate,17328,
Mann,17328,
D12W,17328,
Palivizumab,17328,
Sodium Bicarbo,17328,
Benzoyl Peroxide,17328,
Midrin,17328,
Zomig 2.5mg -ZMT tabs,17328,
Isordil,17328,
Travoprost (Benzalkonium),17328,
*NF* Novolog,17328,
Gaviscon,17328,
phenylephrine HCl,17328,
Insulin ASPART,16769,
Oxaliplatin,16769,
dilantin,16769,
MIDAZOLAM,16769,
Cidofovir 1% Topical Paste,16769,
Meperidine,16769,
Betamethasone Valerate 0.1% Cream,16769,
Methotrexate Sodium,16769,
Doxercalciferol,16769,
Bupivacaine 0.25%-Epinephrine,16769,
Urocit-K 10,16769,
Xopenex,16769,
FiberCon,16769,
Nepafenac,16769,
ValGANCIclovi,16769,
Erythromycin Ethylsuccinate,16769,
*NF* Micafungin,16769,
Vancomycin Desensitization,16769,
lantus,16769,
*NF* Deferasirox,16769,
Acebutolol HCl,16769,
Clonazepam,16769,
Syringe (Intrapleural),16769,
Synarel nasal spray,16769,
Indomethacin,16769,
Haloperidol Decanoate,16769,
leflunomide,16769,
Neo*IV*Hyaluronidase (Ovine),16769,
Emtriva,16769,
~<IND> Rituximab,16769,
Soma,16572,
Cefuroxime Axetil,16572,
pyridostigmine,16572,
ARTIFI,16378,
Neomycin/Polymyxin/Dexameth Ophth Susp.,16378,
Premarin,16378,
AmLactin,16378,
Fosaprepitant,16378,
Progesterone Micronized,16378,
Saccharomyces BOULARDII,16378,
basis soap,16378,
Dornase alfa *NF*,16378,
YAZ 28,16276,
Maxair,16276,
DOBUTamine,16276,
Ethyl Chloride,16276,
Hepatitis B Immune Globulin (Nabi-HB),16276,
"Meningococcal Vac A,C,Y,W-135",16276,
Factor 9 Complex,16276,
Doxacurium Chloride,16276,
Humalog Mix 75-25 KwikPen,16276,
Normocarb Dialysis Soln,16276,
DiCYCLOmine,16276,
prednisoLONE,16276,
Nimodipine,16276,
Amoxicillin,16276,
Metoprolol XL,16276,
Geodon,16276,
Lidocaine 1% P.F.,16276,
Pyrazinamide,16276,
Heparin (CRRT Machine Priming),16276,
TISSEEL/FS VH SD,16276,
percocet,16276,
Clonidine TTS,16276,
Short Chain Fatty Acid Enema,16276,
Candesartan Cilexetil,16276,
Tetracycline HCl,16276,
Renaphro,16101,
Hydrocodone-Acetaminophen,16101,
Hemorrhoidal Suppository,16101,
Sertraline HCl,16101,
Sulfamet,16101,
Pilocarpine 1%,16101,
NEO*IV*Ceftriaxone,16101,
Oseltam,16101,
Peppermint Spirit,16101,
Cytarabine,16101,
Kao,16101,
levetiracetam,16101,
Lamivudine,16101,
Lunesta (eszopiclone),16101,
Clonidine TTS 2 Patch,16101,
Ear Wax Drops,16101,
Atacand,16101,
Lumigan,16101,
Lidocaine Ointment 5%,16101,
Depakote,16101,
Beractant,16101,
Syringe (Neonatal) *D7.5W*,16101,
Fluoxetine,16101,
*NF* Nicardipine HCl IV,16101,
Acetamin,16101,
Alum Ammonium,15931,
Oxycodone-Acetaminophen (5mg-325mg),15931,
Gentamicin ophth oint 0.3%,15897,
Bleomycin,15897,
Potassium Citrate,15897,
Diphenoxylate-Atropine,15897,
Rizatriptan,15897,
Hyoscyamine ,15897,
CALCIUM GLUCONATE,15897,
Hepatitis B Vaccine,15897,
Pramipexole,15897,
Oxacillin Desensitization,15897,
Morphine Sulfate SR,15897,
Revatio,15897,
Bevacizumab,15897,
Betoptic S,15897,
Desitin,15897,
SODium Chloride,15897,
Meperidine HCl,14100,
Alprazolam,14100,
PROPOFOL,14100,
bisoprolol,14048,
Ola,14048,
Foltx,13652,
Imodium A-D,13652,
SulfaSALAzine,13652,
Tegaserod Hydrogen Maleate,13652,
Kayexalate,13652,
Normocarb Dialysate,13652,
Citalopram,13652,
neutr,13383,
NS  W/  0.1% Albumin,13383,
Albumin 5,13383,
LIDOCAINE 1% (W/Presv.),13383,
Probenecid,13383,
LABETALOL,13383,
Trizivir,13383,
Vancomycin Intrathecal,13383,
Estrogens Conjugated,13383,
Oxycodone HCl,13383,
Orap,13383,
Lotemax*NF*,13383,
Bactrim,13383,
glucop,13383,
phenytoi,13383,
Galantamine,13383,
Phenytoin Sodium Extended,13383,
Glatiramer Acetate,13383,
lansopr,13383,
Prevacid,13383,
0.45 % Sodium Chloride,13383,
Zetia,13383,
ASA81,13383,
Milk Thistle Extract,13383,
Cinacalcet,13383,
guaiFENesin,13383,
Avalide,13383,
Bengay,13150,
NORepinephrine,13150,
rivastigmine,13150,
Lipram 4500,13150,
Povidone Iodine 1/8 Strength,13150,
Abilify,13150,
Clarithromycin,13150,
Abacavir,13150,
Alprostadil,13150,
Xanax,13150,
Hexavitamin,13150,
Altace,13150,
Meningococcal Vaccine,13150,
Oxybutynin,13150,
Bicitra,13150,
Syringe (PCA),13150,
D5W 0.1% Albumin,13150,
metaxalone,13150,
Ritonavir,13150,
Dacarbazine,13150,
Heparin (Hemodialysis),13150,
Phosphorus,13150,
D17.5W,13150,
Florinef,13150,
HydrOXYzine HCl,13150,
Yodoxin,13150,
Imipenem-Cilastatin,13150,
Hepari,13150,
Mitoxantrone,13150,
Amphotericin B,12854,
NEO*IV*Hydrocortisone Sod Succinate,12854,
Tylenol w/Codeine Elixir,12854,
Unifiber,12854,
benazepril-hydrochlorothiazide,12854,
Glycerin (Ped),12854,
Carbidop,12854,
Levobunolol Hcl 0.5%,12854,
Patanol,12854,
simvastatin or placebo ,12854,
Theophylline (Oral Solution),12854,
quiniDINE Gluconate E.R.,12854,
Alum Potassium,12854,
Doxycycline Hyclate (Periostat),12854,
Buprenorphine HCl,12854,
multivi,12854,
Gamunex,12854,
Heparin Flush Port ,12854,
Diltia,12854,
fluocin,12854,
Phyto,12854,
Toprol XL,12510,
Amlodipine Besylate,12510,
Tacrolimus,11995,
Dorzolamide 2%/Timolol 0.5% Ophth.,11995,
Etomidate,11995,
Brimonidine Tartrate 0.15% Ophth.,11995,
1/2 NS,11995,
Loperamide HCl,11995,
Acyclovir,11995,
Fluconazole,11995,
Sodium Chloride ,11995,
5% Dextrose,11995,
Hydrocortisone Na Succ.,11995,
Lidocaine,11995,
Protamine Sulfate,11995,
Acetaminophen,11995,
Iso-Osmotic Dextrose,11995,
Magnesium Sulfate,11995,
Argatroban,11995,
Lorazepam,11995,
Albuterol Inhaler,11995,
Midazolam HCl,11995,
Potassium Phosphate,11995,
Finasteride,11995,
Zolpidem Tartrate,11995,
Lactulose,11995,
Doxycycline Hyclate,11995,
CeftriaXONE,11995,
tr,11957,
Mivacurium Chloride,11957,
Advair HFA,11957,
Oxytocin,11957,
Sevelamer,11957,
NEO*IV*Hydralazine,11957,
Syringe,11957,
Glyburide Prestab,11957,
Triamcinolone Acetonide 0.025% Ointment,11957,
*NF* Amoxapine,11957,
Meropenem Desensitization,11957,
NEO*IV*Hydrocortisone (10mg/mL),11957,
Nitrofurantoin Macrocrystal,11957,
Fluocinolone 0.01% Cream,11898,
Amphotericin B Lipo. (Ambisome),11898,
Esmolol in Saline (Iso-osm),11898,
Scot-Tussin Expectorant,11898,
*NF* Cefoxitin Sodium,11898,
Lodosyn,11898,
Bleph-10 Ophth. Soln.,11898,
*NF* Timentin,11898,
NORMOCARB DIALYSIS SOLUTION,11898,
Nitroglycerin Ointment  2%,11898,
Plan B,11898,
Plan B(levonorgestrel),11898,
Tetanus-DiphTox-Acellular Pertuss (Adacel),11898,
Clonidine Patch 0.3 mg/24 hr,11898,
loper,11898,
Letairis 5mg,11898,
Vitamin B Complex w/C,11898,
Ovcon-35,11898,
Lidocaine 1% (Buffered),11898,
Carbamazepine ER,11898,
Praziquantel,11898,
Medrol (Pak),11898,
MetFORMIN,11898,
PrednisoLONE Oral Solution,11898,
Dextrose 20% in Water (D20W),11898,
Mitomycin,11898,
Spironolactone,11898,
Augmentin Suspension,11898,
dil,11898,
Aspirin 81 mg or Placebo,11898,
Ipratropium Brom,11898,
balsalazide,11898,
Aspirin 81 mg  or placebo,11898,
Avelox,11898,
Metronidazole 0.75%,11898,
Razadyne ER,11898,
Zenpep,11898,
Ondanset,11898,
FTY720 2.5MG OR PLACEBO CAPS,11898,
dorzolamide,11898,
BenGay,11898,
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPS ,11898,
ACETAM,11898,
finasteride,11898,
ValGANCIclo,11898,
Yasmin 28,11898,
FTY720 1.25MG OR PLACEBO CAPS,11898,
NEO*IM*Hepatitis B Vaccine,11752,
Defibrotide <IND>,11752,
*NF* Rocuronium Bromide,11752,
Mesalamine ,11752,
Avodart (dutasteride),11752,
Mult,11752,
Pilocarpine 4%,11752,
Entecavir,11752,
Code ATS99 Study Med,11752,
DILT,11752,
menthol (Icy Hot Patch),11752,
Desogestrel-Ethinyl Estradiol,11685,
POTassium Chloride,11685,
*NF* Basiliximab,11685,
MetronidAZOLE Oral Suspension,11685,
NEO*IV*AMPicillin Sodium,11685,
Asp,11685,
traZODONE,11685,
Ciprofloxacin,11685,
Cocaine 4% Soln,11685,
Lidocaine 0.5%,11685,
Prop,11685,
lidocain,11685,
Furosemide (Elixir),11685,
Simvastin or Placebo,11685,
*NF* Erlotinib,11685,
Ambisome,11685,
Dipivefrin HCl 0.1% ,11685,
ZOFRAN ODT,11685,
Iron Polysaccharides Complex,11685,
Morphine Sulfa,11581,
Zegerid OTC,11581,
Eplerenone (INSPRA),11581,
potassiu,11581,
Foscarnet,11581,
Dexametha,11581,
halobetasol propionate,11581,
HydrOXYzine,11581,
Cilostazol,11562,
SulfaSALAzine_,11562,
Nystatin (Topical),11544,
Belladonna & Opium (16.2/30mg),11544,
Fluticasone,11544,
Uro-Mag,11544,
Zanamivir (*IND*),11544,
Betamethasone,11544,
Busulfan,11544,
Cytomegalovirus Immune Glob,11544,
Duragesic,11137,
Phenobarbital-Belladonna Alk,11137,
Pseudoephedrine,11137,
Erythromycin Topical Solution,11137,
SulfaSALAzine DR,11137,
ACETAMINOPHEN (LIQUID),11137,
Micafungin,10935,
Lanolin (Hydrous),10935,
HYDROmorphone,10935,
Salsalate,10935,
ATROVENT,10935,
Mirapex ER,10935,
Simvastatin or Placebo,10935,
*NF* Zaleplon,10935,
MetFORMIN XR (Glucophage XR),10935,
Imodium A-D *NF*,10712,
Phentolamine Mesylate,10712,
heparin,10712,
Albumin 5% ,10712,
